option_sku,option_sku_compact,base_sku_norm,base_sku_raw,sheet_name,header_row,data_row,price_column_index,size_hint,case_pack,price_each,sku_case_cost,name_color_source,color_label,color_code,color_key,derivation_rule
SO-C090-S72X72-PK12,SOC090S72X72PK12,SO,SO,Stocked,33,41,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Sophia Dune-36, Pearl-46, Sand-51, Steel-83, Copen-86, Gull-87, Harvest-88, Linen-89, Cork-90, Iron-91, Surf-92, Forest-93                        
standard w/ sewn eyelets",Cork,90,C090,base_sku + color + size + case_pack
SO-C091-S72X72-PK12,SOC091S72X72PK12,SO,SO,Stocked,33,41,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Sophia Dune-36, Pearl-46, Sand-51, Steel-83, Copen-86, Gull-87, Harvest-88, Linen-89, Cork-90, Iron-91, Surf-92, Forest-93                        
standard w/ sewn eyelets",Iron,91,C091,base_sku + color + size + case_pack
SO-C092-S72X72-PK12,SOC092S72X72PK12,SO,SO,Stocked,33,41,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Sophia Dune-36, Pearl-46, Sand-51, Steel-83, Copen-86, Gull-87, Harvest-88, Linen-89, Cork-90, Iron-91, Surf-92, Forest-93                        
standard w/ sewn eyelets",Surf,92,C092,base_sku + color + size + case_pack
SO-C093-S72X72-PK12,SOC093S72X72PK12,SO,SO,Stocked,33,41,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Sophia Dune-36, Pearl-46, Sand-51, Steel-83, Copen-86, Gull-87, Harvest-88, Linen-89, Cork-90, Iron-91, Surf-92, Forest-93                        
standard w/ sewn eyelets",Forest,93,C093,base_sku + color + size + case_pack
SUC-C001-S72X72-PK12,SUCC001S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
SUC-C002-S72X72-PK12,SUCC002S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
SUC-C003-S72X72-PK12,SUCC003S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Parchment,3,C003,base_sku + color + size + case_pack
SUC-C007-S72X72-PK12,SUCC007S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blue,7,C007,base_sku + color + size + case_pack
SUC-C008-S72X72-PK12,SUCC008S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Green,8,C008,base_sku + color + size + case_pack
SUC-C011-S72X72-PK12,SUCC011S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Gray,11,C011,base_sku + color + size + case_pack
SUC-C018-S72X72-PK12,SUCC018S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Black,18,C018,base_sku + color + size + case_pack
SUC-C021-S72X72-PK12,SUCC021S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blush,21,C021,base_sku + color + size + case_pack
SUC-C023-S72X72-PK12,SUCC023S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Jade,23,C023,base_sku + color + size + case_pack
SUC-C024-S72X72-PK12,SUCC024S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Frosty,24,C024,base_sku + color + size + case_pack
SUC-C025-S72X72-PK12,SUCC025S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Smoke,25,C025,base_sku + color + size + case_pack
SUC-C037-S72X72-PK12,SUCC037S72X72PK12,SUC,SUC,Stocked,33,42,4,"72"" x 72""",12,23.6,283.20000000000005,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Fern,37,C037,base_sku + color + size + case_pack
SUC-C001-S48X72-PK18,SUCC001S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
SUC-C002-S48X72-PK18,SUCC002S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
SUC-C003-S48X72-PK18,SUCC003S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Parchment,3,C003,base_sku + color + size + case_pack
SUC-C007-S48X72-PK18,SUCC007S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blue,7,C007,base_sku + color + size + case_pack
SUC-C008-S48X72-PK18,SUCC008S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Green,8,C008,base_sku + color + size + case_pack
SUC-C011-S48X72-PK18,SUCC011S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Gray,11,C011,base_sku + color + size + case_pack
SUC-C018-S48X72-PK18,SUCC018S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Black,18,C018,base_sku + color + size + case_pack
SUC-C021-S48X72-PK18,SUCC021S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blush,21,C021,base_sku + color + size + case_pack
SUC-C023-S48X72-PK18,SUCC023S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Jade,23,C023,base_sku + color + size + case_pack
SUC-C024-S48X72-PK18,SUCC024S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Frosty,24,C024,base_sku + color + size + case_pack
SUC-C025-S48X72-PK18,SUCC025S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Smoke,25,C025,base_sku + color + size + case_pack
SUC-C037-S48X72-PK18,SUCC037S48X72PK18,SUC,SUC,Stocked,33,42,5,"48"" x 72""",18,22.9,412.2,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Fern,37,C037,base_sku + color + size + case_pack
SUC-C001-S42X72-PK18,SUCC001S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
SUC-C002-S42X72-PK18,SUCC002S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
SUC-C003-S42X72-PK18,SUCC003S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Parchment,3,C003,base_sku + color + size + case_pack
SUC-C007-S42X72-PK18,SUCC007S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blue,7,C007,base_sku + color + size + case_pack
SUC-C008-S42X72-PK18,SUCC008S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Green,8,C008,base_sku + color + size + case_pack
SUC-C011-S42X72-PK18,SUCC011S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Gray,11,C011,base_sku + color + size + case_pack
SUC-C018-S42X72-PK18,SUCC018S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Black,18,C018,base_sku + color + size + case_pack
SUC-C021-S42X72-PK18,SUCC021S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blush,21,C021,base_sku + color + size + case_pack
SUC-C023-S42X72-PK18,SUCC023S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Jade,23,C023,base_sku + color + size + case_pack
SUC-C024-S42X72-PK18,SUCC024S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Frosty,24,C024,base_sku + color + size + case_pack
SUC-C025-S42X72-PK18,SUCC025S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Smoke,25,C025,base_sku + color + size + case_pack
SUC-C037-S42X72-PK18,SUCC037S42X72PK18,SUC,SUC,Stocked,33,42,6,"42"" x 72""",18,20.75,373.5,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Fern,37,C037,base_sku + color + size + case_pack
SUC-C001-S36X72-PK24,SUCC001S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
SUC-C002-S36X72-PK24,SUCC002S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
SUC-C003-S36X72-PK24,SUCC003S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Parchment,3,C003,base_sku + color + size + case_pack
SUC-C007-S36X72-PK24,SUCC007S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blue,7,C007,base_sku + color + size + case_pack
SUC-C008-S36X72-PK24,SUCC008S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Green,8,C008,base_sku + color + size + case_pack
SUC-C011-S36X72-PK24,SUCC011S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Gray,11,C011,base_sku + color + size + case_pack
SUC-C018-S36X72-PK24,SUCC018S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Black,18,C018,base_sku + color + size + case_pack
SUC-C021-S36X72-PK24,SUCC021S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Blush,21,C021,base_sku + color + size + case_pack
SUC-C023-S36X72-PK24,SUCC023S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Jade,23,C023,base_sku + color + size + case_pack
SUC-C024-S36X72-PK24,SUCC024S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Frosty,24,C024,base_sku + color + size + case_pack
SUC-C025-S36X72-PK24,SUCC025S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Smoke,25,C025,base_sku + color + size + case_pack
SUC-C037-S36X72-PK24,SUCC037S36X72PK24,SUC,SUC,Stocked,33,42,7,"36"" x 72""",24,14.15,339.6,"Laminated Fabric
Sure Chek White-1, Beige-2, Parchment-3, Blue-7, 
Green-8, Gray-11, Black-18, Blush-21, Jade-23, Frosty-24, Smoke-25, Fern-37    standard w/ metal grommets",Fern,37,C037,base_sku + color + size + case_pack
WE-C001-S72X72-PK12,WEC001S72X72PK12,WE,WE,Stocked,33,43,4,"72"" x 72""",12,25.2,302.4,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
WE-C002-S72X72-PK12,WEC002S72X72PK12,WE,WE,Stocked,33,43,4,"72"" x 72""",12,25.2,302.4,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
WE-C001-S48X72-PK18,WEC001S48X72PK18,WE,WE,Stocked,33,43,5,"48"" x 72""",18,24.45,440.09999999999997,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
WE-C002-S48X72-PK18,WEC002S48X72PK18,WE,WE,Stocked,33,43,5,"48"" x 72""",18,24.45,440.09999999999997,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
WE-C001-S42X72-PK18,WEC001S42X72PK18,WE,WE,Stocked,33,43,6,"42"" x 72""",18,22.2,399.59999999999997,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
WE-C002-S42X72-PK18,WEC002S42X72PK18,WE,WE,Stocked,33,43,6,"42"" x 72""",18,22.2,399.59999999999997,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
WE-C001-S36X72-PK24,WEC001S36X72PK24,WE,WE,Stocked,33,43,7,"36"" x 72""",24,15.1,362.4,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",White,1,C001,base_sku + color + size + case_pack
WE-C002-S36X72-PK24,WEC002S36X72PK24,WE,WE,Stocked,33,43,7,"36"" x 72""",24,15.1,362.4,"Executive Waffle White-1, Beige-2                             
standard w/ metal grommets",Beige,2,C002,base_sku + color + size + case_pack
CTYWAFFA-CLWINDOW-S72X72-PK12,CTYWAFFACLWINDOWS72X72PK12,CTY-WAFFA,CTY-WAFFA,Stocked,47,48,5,"72"" x 72""",12,22,264,"CTY Waffle (Green) Eco-friendly White with 10.5"" window",window,,WINDOW,base_sku + color + size + case_pack
CTYWAFF78-CLWINDOW-S72X78-PK12,CTYWAFF78CLWINDOWS72X78PK12,CTY-WAFF78,CTY-WAFF78,Stocked,47,49,4,"72"" x 78""",12,23,276,"CTY Waffle (Green) Eco-friendly White with 10.5"" window",window,,WINDOW,base_sku + color + size + case_pack
FFIWAF11A-CLWINDOW-S72X72-PK12,FFIWAF11ACLWINDOWS72X72PK12,FFI-WAF11A,FFI-WAF11A,Stocked,47,50,5,"72"" x 72""",12,22,264,"Luxor Waffle (Green) Eco-friendly White with 10.5"" window",window,,WINDOW,base_sku + color + size + case_pack
FFIWAF1178-CLWINDOW-S72X78-PK12,FFIWAF1178CLWINDOWS72X78PK12,FFI-WAF1178,FFI-WAF1178,Stocked,47,51,4,"72"" x 78""",12,23,276,"Luxor Waffle (Green) Eco-friendly White with 10.5"" window",window,,WINDOW,base_sku + color + size + case_pack
GWSA-C001-S72X72-PK12,GWSAC001S72X72PK12,G-WSA,G-WSA,Stocked,47,52,5,"72"" x 72""",12,20,240,Supreme Waffle (Green) Eco-friendly White-1 (no window),White,1,C001,base_sku + color + size + case_pack
GWS78-C001-S72X78-PK12,GWS78C001S72X78PK12,G-WS78,G-WS78,Stocked,47,53,4,"72"" x 78""",12,23,276,Supreme Waffle (Green) Eco-friendly White-1 (no window),White,1,C001,base_sku + color + size + case_pack
WS-C001-S72X78-PK12,WSC001S72X78PK12,WS,WS,Stocked,47,54,4,"72"" x 78""",12,27.4,328.79999999999995,Supreme Waffle White-1,White,1,C001,base_sku + color + size + case_pack
WS-C001-S72X72-PK12,WSC001S72X72PK12,WS,WS,Stocked,47,54,5,"72"" x 72""",12,21,252,Supreme Waffle White-1,White,1,C001,base_sku + color + size + case_pack
WS-C001-S48X72-PK18,WSC001S48X72PK18,WS,WS,Stocked,47,54,6,"48"" x 72""",18,20.35,366.3,Supreme Waffle White-1,White,1,C001,base_sku + color + size + case_pack
WS-C001-S36X72-PK24,WSC001S36X72PK24,WS,WS,Stocked,47,54,7,"36"" x 72""",24,12.6,302.4,Supreme Waffle White-1,White,1,C001,base_sku + color + size + case_pack
GSHSURA-CLWINDOW-S72X72-PK12,GSHSURACLWINDOWS72X72PK12,G-SHS-URA,G-SHS-URA,Stocked,47,55,5,"72"" x 72""",12,23,276,"Urban Waffle (Green) Eco-friendly White with 10.5"" window",window,,WINDOW,base_sku + color + size + case_pack
GSHSUR7278-CLWINDOW-S72X78-PK12,GSHSUR7278CLWINDOWS72X78PK12,G-SHS-UR7278,G-SHS-UR7278,Stocked,47,56,4,"72"" x 78""",12,24,288,"Urban Waffle (Green) Eco-friendly White with 10.5"" window",window,,WINDOW,base_sku + color + size + case_pack
GURA-CLWINDOW-S72X72-PK12,GURACLWINDOWS72X72PK12,G-URA,G-URA,Stocked,47,57,5,"72"" x 72""",12,27.8,333.6,Urban Waffle (Green) Eco-friendly White (no window),window,,WINDOW,base_sku + color + size + case_pack
GUR78-CLWINDOW-S72X78-PK12,GUR78CLWINDOWS72X78PK12,G-UR78,G-UR78,Stocked,47,58,4,"72"" x 78""",12,28.8,345.6,Urban Waffle (Green) Eco-friendly White (no window),window,,WINDOW,base_sku + color + size + case_pack
UR-C001-S72X78-PK12,URC001S72X78PK12,UR,UR,Stocked,47,59,4,"72"" x 78""",12,27.4,328.79999999999995,Urban Waffle White-1,White,1,C001,base_sku + color + size + case_pack
UR-C001-S72X72-PK12,URC001S72X72PK12,UR,UR,Stocked,47,59,5,"72"" x 72""",12,21,252,Urban Waffle White-1,White,1,C001,base_sku + color + size + case_pack
UR-C001-S48X72-PK18,URC001S48X72PK18,UR,UR,Stocked,47,59,6,"48"" x 72""",18,20.35,366.3,Urban Waffle White-1,White,1,C001,base_sku + color + size + case_pack
UR-C001-S36X72-PK24,URC001S36X72PK24,UR,UR,Stocked,47,59,7,"36"" x 72""",24,12.6,302.4,Urban Waffle White-1,White,1,C001,base_sku + color + size + case_pack
SS-C001-S72X72-PK12,SSC001S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",White,1,C001,base_sku + color + size + case_pack
SS-C002-S72X72-PK12,SSC002S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",Beige,2,C002,base_sku + color + size + case_pack
SS-C007-S72X72-PK12,SSC007S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",Blue,7,C007,base_sku + color + size + case_pack
SS-C008-S72X72-PK12,SSC008S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",Green,8,C008,base_sku + color + size + case_pack
SS-C009-S72X72-PK12,SSC009S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",Pink,9,C009,base_sku + color + size + case_pack
SS-C012-S72X72-PK12,SSC012S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",Champagne,12,C012,base_sku + color + size + case_pack
SS-C017-S72X72-PK12,SSC017S72X72PK12,SS,SS,Stocked,63,68,4,"72"" x 72""",12,8,96,"San Suede White-1, Beige-2, Blue-7, Green-8, Pink-9, 
Champagne-12, Navy-17",Navy,17,C017,base_sku + color + size + case_pack
